agent,task,condition,n_reps,success_rate,dominant_status,records_median,records_ci_lo,records_ci_hi,unique_hosts_median,unique_hosts_ci_lo,unique_hosts_ci_hi,third_party_hosts_median,third_party_hosts_ci_lo,third_party_hosts_ci_hi,rq3_blocks_search_median,rq3_blocks_search_ci_lo,rq3_blocks_search_ci_hi,rq3_blocks_offdomain_median,rq3_blocks_offdomain_ci_lo,rq3_blocks_offdomain_ci_hi,rq3_blocks_cmp_median,rq3_blocks_cmp_ci_lo,rq3_blocks_cmp_ci_hi,duration_seconds_median,duration_seconds_ci_lo,duration_seconds_ci_hi
fara-7b,Amazon--13,C7,1,0.0,hit_max_rounds,975,975,975,10,10,10,5,5,5,0,0,0,3,3,3,0,0,0,60.8,60.8,60.8
fara-7b,Amazon--13,C8,1,0.0,hit_max_rounds,703,703,703,10,10,10,5,5,5,0,0,0,2,2,2,0,0,0,60.0,60.0,60.0
fara-7b,Amazon--14,C0,1,1.0,success,841,841,841,49,49,49,44,44,44,0,0,0,0,0,0,0,0,0,30.0,30.0,30.0
fara-7b,Amazon--14,C2,1,0.0,hit_max_rounds,925,925,925,12,12,12,6,6,6,0,0,0,4,4,4,0,0,0,62.7,62.7,62.7
fara-7b,Amazon--14,C5,1,0.0,hit_max_rounds,752,752,752,34,34,34,29,29,29,0,0,0,0,0,0,0,0,0,57.9,57.9,57.9
fara-7b,Amazon--14,C7,1,1.0,success,712,712,712,9,9,9,4,4,4,0,0,0,3,3,3,0,0,0,29.6,29.6,29.6
fara-7b,Amazon--14,C8,1,1.0,success,809,809,809,15,15,15,9,9,9,0,0,0,3,3,3,0,0,0,46.2,46.2,46.2
fara-7b,Amazon--15,C0,1,0.0,hit_max_rounds,710,710,710,51,51,51,46,46,46,0,0,0,0,0,0,0,0,0,57.3,57.3,57.3
fara-7b,Amazon--15,C2,1,1.0,success,1019,1019,1019,9,9,9,4,4,4,0,0,0,4,4,4,0,0,0,57.0,57.0,57.0
fara-7b,Amazon--15,C5,1,1.0,success,1142,1142,1142,31,31,31,26,26,26,0,0,0,0,0,0,0,0,0,61.5,61.5,61.5
fara-7b,Amazon--15,C7,1,0.0,hit_max_rounds,1028,1028,1028,10,10,10,5,5,5,0,0,0,4,4,4,0,0,0,60.7,60.7,60.7
fara-7b,Amazon--15,C8,1,0.0,hit_max_rounds,628,628,628,10,10,10,5,5,5,0,0,0,2,2,2,0,0,0,55.7,55.7,55.7
fara-7b,Amazon--16,C0,1,0.0,hit_max_rounds,888,888,888,38,38,38,32,32,32,0,0,0,0,0,0,0,0,0,60.5,60.5,60.5
fara-7b,Amazon--16,C2,1,0.0,hit_max_rounds,842,842,842,10,10,10,5,5,5,0,0,0,4,4,4,0,0,0,58.8,58.8,58.8
fara-7b,Amazon--16,C5,1,0.0,hit_max_rounds,1309,1309,1309,57,57,57,52,52,52,0,0,0,0,0,0,0,0,0,60.5,60.5,60.5
fara-7b,Amazon--16,C7,1,0.0,hit_max_rounds,842,842,842,10,10,10,5,5,5,0,0,0,3,3,3,0,0,0,57.3,57.3,57.3
fara-7b,Amazon--16,C8,1,0.0,hit_max_rounds,933,933,933,10,10,10,5,5,5,0,0,0,3,3,3,0,0,0,57.9,57.9,57.9
fara-7b,Amazon--17,C0,1,0.0,hit_max_rounds,1017,1017,1017,52,52,52,48,48,48,0,0,0,0,0,0,0,0,0,62.4,62.4,62.4
fara-7b,Amazon--17,C2,1,0.0,hit_max_rounds,342,342,342,7,7,7,4,4,4,0,0,0,2,2,2,0,0,0,49.2,49.2,49.2
fara-7b,Amazon--17,C5,1,0.0,hit_max_rounds,1081,1081,1081,38,38,38,33,33,33,0,0,0,0,0,0,0,0,0,61.1,61.1,61.1
fara-7b,Amazon--17,C7,1,0.0,hit_max_rounds,342,342,342,7,7,7,4,4,4,0,0,0,2,2,2,0,0,0,48.9,48.9,48.9
fara-7b,Amazon--17,C8,1,0.0,hit_max_rounds,871,871,871,13,13,13,8,8,8,0,0,0,3,3,3,0,0,0,59.5,59.5,59.5
fara-7b,Amazon--18,C0,1,1.0,success,768,768,768,27,27,27,23,23,23,0,0,0,0,0,0,0,0,0,45.5,45.5,45.5
fara-7b,Amazon--18,C2,1,1.0,success,598,598,598,8,8,8,4,4,4,0,0,0,2,2,2,0,0,0,37.2,37.2,37.2
fara-7b,Amazon--18,C5,1,1.0,success,589,589,589,30,30,30,26,26,26,0,0,0,0,0,0,0,0,0,30.0,30.0,30.0
fara-7b,Amazon--18,C7,1,1.0,success,569,569,569,8,8,8,4,4,4,0,0,0,2,2,2,0,0,0,36.2,36.2,36.2
fara-7b,Amazon--18,C8,1,1.0,success,585,585,585,8,8,8,4,4,4,0,0,0,2,2,2,0,0,0,36.9,36.9,36.9
fara-7b,Amazon--19,C0,1,0.0,hit_max_rounds,1049,1049,1049,47,47,47,43,43,43,0,0,0,0,0,0,0,0,0,66.1,66.1,66.1
fara-7b,Amazon--19,C2,1,0.0,hit_max_rounds,806,806,806,8,8,8,4,4,4,0,0,0,3,3,3,0,0,0,60.7,60.7,60.7
fara-7b,Amazon--19,C5,1,0.0,hit_max_rounds,604,604,604,30,30,30,25,25,25,0,0,0,0,0,0,0,0,0,56.8,56.8,56.8
fara-7b,Amazon--19,C7,1,0.0,hit_max_rounds,922,922,922,7,7,7,3,3,3,0,0,0,6,6,6,0,0,0,65.1,65.1,65.1
fara-7b,Amazon--19,C8,1,0.0,hit_max_rounds,531,531,531,8,8,8,4,4,4,0,0,0,2,2,2,0,0,0,57.3,57.3,57.3
fara-7b,Amazon--2,C0,1,0.0,hit_max_rounds,1386,1386,1386,41,41,41,36,36,36,0,0,0,0,0,0,0,0,0,64.0,64.0,64.0
fara-7b,Amazon--2,C2,1,0.0,hit_max_rounds,341,341,341,7,7,7,4,4,4,0,0,0,3,3,3,0,0,0,48.6,48.6,48.6
fara-7b,Amazon--2,C5,1,0.0,hit_max_rounds,1061,1061,1061,40,40,40,34,34,34,0,0,0,0,0,0,0,0,0,53.0,53.0,53.0
fara-7b,Amazon--2,C7,1,1.0,success,973,973,973,11,11,11,6,6,6,0,0,0,5,5,5,0,0,0,60.0,60.0,60.0
fara-7b,Amazon--2,C8,1,0.0,hit_max_rounds,1066,1066,1066,10,10,10,5,5,5,0,0,0,5,5,5,0,0,0,60.2,60.2,60.2
fara-7b,Amazon--20,C0,1,0.0,hit_max_rounds,512,512,512,57,57,57,52,52,52,0,0,0,0,0,0,0,0,0,61.7,61.7,61.7
fara-7b,Amazon--20,C2,1,0.0,hit_max_rounds,339,339,339,7,7,7,4,4,4,0,0,0,3,3,3,0,0,0,49.6,49.6,49.6
fara-7b,Amazon--20,C5,1,0.0,hit_max_rounds,1065,1065,1065,39,39,39,33,33,33,0,0,0,0,0,0,0,0,0,58.1,58.1,58.1
fara-7b,Amazon--20,C7,1,0.0,hit_max_rounds,336,336,336,7,7,7,4,4,4,0,0,0,3,3,3,0,0,0,49.7,49.7,49.7
fara-7b,Amazon--20,C8,1,0.0,hit_max_rounds,647,647,647,11,11,11,6,6,6,0,0,0,2,2,2,0,0,0,56.2,56.2,56.2
fara-7b,Amazon--21,C0,1,1.0,success,740,740,740,48,48,48,43,43,43,0,0,0,0,0,0,0,0,0,38.0,38.0,38.0
fara-7b,Amazon--21,C2,1,0.0,hit_max_rounds,715,715,715,11,11,11,6,6,6,0,0,0,2,2,2,0,0,0,60.0,60.0,60.0
fara-7b,Amazon--21,C5,1,0.0,hit_max_rounds,1313,1313,1313,32,32,32,26,26,26,0,0,0,0,0,0,0,0,0,55.8,55.8,55.8
fara-7b,Amazon--21,C7,1,0.0,hit_max_rounds,961,961,961,14,14,14,8,8,8,0,0,0,3,3,3,0,0,0,60.5,60.5,60.5
fara-7b,Amazon--21,C8,1,0.0,hit_max_rounds,947,947,947,12,12,12,5,5,5,0,0,0,3,3,3,0,0,0,73.5,73.5,73.5
fara-7b,Amazon--22,C0,1,1.0,success,938,938,938,30,30,30,24,24,24,0,0,0,0,0,0,0,0,0,64.5,64.5,64.5
fara-7b,Amazon--22,C2,1,0.0,hit_max_rounds,751,751,751,11,11,11,6,6,6,0,0,0,2,2,2,0,0,0,60.9,60.9,60.9
fara-7b,Amazon--22,C5,1,0.0,hit_max_rounds,727,727,727,33,33,33,28,28,28,0,0,0,0,0,0,0,0,0,58.2,58.2,58.2
fara-7b,Amazon--22,C7,1,0.0,hit_max_rounds,948,948,948,14,14,14,9,9,9,0,0,0,2,2,2,0,0,0,59.0,59.0,59.0
fara-7b,Amazon--22,C8,1,0.0,hit_max_rounds,1018,1018,1018,11,11,11,5,5,5,0,0,0,4,4,4,0,0,0,59.1,59.1,59.1
fara-7b,Amazon--23,C0,1,1.0,success,1199,1199,1199,30,30,30,25,25,25,0,0,0,0,0,0,0,0,0,62.4,62.4,62.4
fara-7b,Amazon--23,C2,1,0.0,agent_error,277,277,277,5,5,5,3,3,3,0,0,0,0,0,0,0,0,0,6.1,6.1,6.1
fara-7b,Amazon--23,C5,1,0.0,hit_max_rounds,836,836,836,32,32,32,27,27,27,0,0,0,0,0,0,0,0,0,56.4,56.4,56.4
fara-7b,Amazon--23,C7,1,0.0,agent_error,281,281,281,5,5,5,3,3,3,0,0,0,0,0,0,0,0,0,5.8,5.8,5.8
fara-7b,Amazon--23,C8,1,0.0,hit_max_rounds,812,812,812,12,12,12,6,6,6,0,0,0,4,4,4,0,0,0,57.9,57.9,57.9
fara-7b,Amazon--24,C0,1,0.0,hit_max_rounds,1117,1117,1117,51,51,51,46,46,46,0,0,0,0,0,0,0,0,0,65.0,65.0,65.0
fara-7b,Amazon--24,C2,1,1.0,success,856,856,856,12,12,12,7,7,7,0,0,0,3,3,3,0,0,0,37.9,37.9,37.9
fara-7b,Amazon--24,C5,1,0.0,hit_max_rounds,839,839,839,32,32,32,27,27,27,0,0,0,0,0,0,0,0,0,58.9,58.9,58.9
fara-7b,Amazon--24,C7,1,1.0,success,1087,1087,1087,12,12,12,7,7,7,0,0,0,4,4,4,0,0,0,57.2,57.2,57.2
fara-7b,Amazon--24,C8,1,0.0,hit_max_rounds,663,663,663,11,11,11,6,6,6,0,0,0,2,2,2,0,0,0,56.3,56.3,56.3
fara-7b,Amazon--25,C0,1,1.0,success,1124,1124,1124,48,48,48,43,43,43,0,0,0,0,0,0,0,0,0,62.0,62.0,62.0
fara-7b,Amazon--25,C2,1,0.0,hit_max_rounds,675,675,675,12,12,12,6,6,6,0,0,0,2,2,2,0,0,0,56.9,56.9,56.9
fara-7b,Amazon--25,C5,1,0.0,hit_max_rounds,733,733,733,29,29,29,24,24,24,0,0,0,0,0,0,0,0,0,60.1,60.1,60.1
fara-7b,Amazon--25,C7,1,0.0,hit_max_rounds,715,715,715,11,11,11,6,6,6,0,0,0,2,2,2,0,0,0,60.6,60.6,60.6
fara-7b,Amazon--25,C8,1,0.0,hit_max_rounds,704,704,704,10,10,10,5,5,5,0,0,0,2,2,2,0,0,0,57.5,57.5,57.5
fara-7b,Amazon--26,C0,1,0.0,hit_max_rounds,827,827,827,34,34,34,28,28,28,0,0,0,0,0,0,0,0,0,62.7,62.7,62.7
fara-7b,Amazon--26,C2,1,1.0,success,861,861,861,10,10,10,4,4,4,0,0,0,4,4,4,0,0,0,35.8,35.8,35.8
fara-7b,Amazon--26,C5,1,1.0,success,1026,1026,1026,55,55,55,50,50,50,0,0,0,0,0,0,0,0,0,35.6,35.6,35.6
fara-7b,Amazon--26,C7,1,0.0,hit_max_rounds,1198,1198,1198,12,12,12,6,6,6,0,0,0,4,4,4,0,0,0,64.3,64.3,64.3
fara-7b,Amazon--26,C8,1,0.0,hit_max_rounds,899,899,899,12,12,12,7,7,7,0,0,0,2,2,2,0,0,0,75.8,75.8,75.8
fara-7b,Amazon--27,C0,1,0.0,hit_max_rounds,970,970,970,51,51,51,45,45,45,0,0,0,0,0,0,0,0,0,72.9,72.9,72.9
fara-7b,Amazon--27,C2,1,1.0,success,843,843,843,10,10,10,5,5,5,0,0,0,3,3,3,0,0,0,45.1,45.1,45.1
fara-7b,Amazon--27,C5,1,0.0,unknown,692,692,692,30,30,30,25,25,25,0,0,0,0,0,0,0,0,0,,,
fara-7b,Amazon--27,C7,1,0.0,hit_max_rounds,1017,1017,1017,10,10,10,5,5,5,0,0,0,4,4,4,0,0,0,61.2,61.2,61.2
fara-7b,Amazon--27,C8,1,1.0,success,802,802,802,11,11,11,6,6,6,0,0,0,3,3,3,0,0,0,42.7,42.7,42.7
fara-7b,Amazon--28,C0,1,0.0,hit_max_rounds,1353,1353,1353,31,31,31,25,25,25,0,0,0,0,0,0,0,0,0,69.9,69.9,69.9
fara-7b,Amazon--28,C2,1,0.0,agent_error,285,285,285,5,5,5,3,3,3,0,0,0,0,0,0,0,0,0,5.9,5.9,5.9
fara-7b,Amazon--28,C5,1,0.0,hit_max_rounds,1160,1160,1160,30,30,30,25,25,25,0,0,0,0,0,0,0,0,0,57.7,57.7,57.7
fara-7b,Amazon--28,C7,1,0.0,agent_error,284,284,284,5,5,5,3,3,3,0,0,0,0,0,0,0,0,0,5.8,5.8,5.8
fara-7b,Amazon--28,C8,1,1.0,success,799,799,799,10,10,10,5,5,5,0,0,0,3,3,3,0,0,0,31.0,31.0,31.0
fara-7b,Amazon--29,C0,1,0.0,hit_max_rounds,745,745,745,51,51,51,46,46,46,0,0,0,0,0,0,0,0,0,61.0,61.0,61.0
fara-7b,Amazon--29,C2,1,1.0,success,816,816,816,11,11,11,5,5,5,0,0,0,4,4,4,0,0,0,31.1,31.1,31.1
fara-7b,Amazon--29,C5,1,0.0,hit_max_rounds,1206,1206,1206,31,31,31,25,25,25,0,0,0,0,0,0,0,0,0,65.8,65.8,65.8
fara-7b,Amazon--29,C7,1,0.0,hit_max_rounds,613,613,613,11,11,11,5,5,5,0,0,0,2,2,2,0,0,0,59.1,59.1,59.1
fara-7b,Amazon--29,C8,1,0.0,hit_max_rounds,616,616,616,12,12,12,7,7,7,0,0,0,2,2,2,0,0,0,58.7,58.7,58.7
fara-7b,Amazon--3,C0,1,1.0,success,1112,1112,1112,79,79,79,73,73,73,0,0,0,0,0,0,0,0,0,64.3,64.3,64.3
fara-7b,Amazon--3,C2,1,1.0,success,616,616,616,11,11,11,6,6,6,0,0,0,2,2,2,0,0,0,55.5,55.5,55.5
fara-7b,Amazon--3,C5,1,0.0,hit_max_rounds,1491,1491,1491,75,75,75,70,70,70,0,0,0,0,0,0,0,0,0,62.8,62.8,62.8
fara-7b,Amazon--3,C7,1,1.0,success,611,611,611,11,11,11,6,6,6,0,0,0,2,2,2,0,0,0,53.8,53.8,53.8
fara-7b,Amazon--3,C8,1,0.0,hit_max_rounds,874,874,874,11,11,11,6,6,6,0,0,0,3,3,3,0,0,0,61.4,61.4,61.4
fara-7b,Amazon--30,C0,1,0.0,hit_max_rounds,659,659,659,50,50,50,45,45,45,0,0,0,0,0,0,0,0,0,62.0,62.0,62.0
fara-7b,Amazon--30,C2,1,0.0,hit_max_rounds,533,533,533,10,10,10,5,5,5,0,0,0,3,3,3,0,0,0,57.7,57.7,57.7
fara-7b,Amazon--30,C5,1,0.0,hit_max_rounds,1003,1003,1003,40,40,40,35,35,35,0,0,0,0,0,0,0,0,0,53.7,53.7,53.7
fara-7b,Amazon--30,C7,1,0.0,hit_max_rounds,524,524,524,10,10,10,5,5,5,0,0,0,3,3,3,0,0,0,58.2,58.2,58.2
fara-7b,Amazon--30,C8,1,0.0,hit_max_rounds,842,842,842,15,15,15,10,10,10,0,0,0,2,2,2,0,0,0,60.8,60.8,60.8
fara-7b,Amazon--31,C0,1,0.0,hit_max_rounds,707,707,707,49,49,49,44,44,44,0,0,0,0,0,0,0,0,0,58.6,58.6,58.6
fara-7b,Amazon--31,C2,1,0.0,hit_max_rounds,572,572,572,13,13,13,8,8,8,0,0,0,3,3,3,0,0,0,57.7,57.7,57.7
fara-7b,Amazon--31,C5,1,0.0,hit_max_rounds,916,916,916,31,31,31,26,26,26,0,0,0,0,0,0,0,0,0,58.1,58.1,58.1
fara-7b,Amazon--31,C7,1,0.0,hit_max_rounds,577,577,577,10,10,10,5,5,5,0,0,0,2,2,2,0,0,0,56.2,56.2,56.2
fara-7b,Amazon--31,C8,1,0.0,hit_max_rounds,654,654,654,11,11,11,6,6,6,0,0,0,3,3,3,0,0,0,66.6,66.6,66.6
fara-7b,Amazon--32,C0,1,1.0,success,1057,1057,1057,31,31,31,26,26,26,0,0,0,0,0,0,0,0,0,61.2,61.2,61.2
fara-7b,Amazon--32,C2,1,0.0,agent_error,277,277,277,5,5,5,3,3,3,0,0,0,0,0,0,0,0,0,6.1,6.1,6.1
fara-7b,Amazon--32,C5,1,0.0,hit_max_rounds,1069,1069,1069,33,33,33,28,28,28,0,0,0,0,0,0,0,0,0,56.6,56.6,56.6
fara-7b,Amazon--32,C7,1,0.0,agent_error,273,273,273,5,5,5,3,3,3,0,0,0,0,0,0,0,0,0,6.2,6.2,6.2
fara-7b,Amazon--32,C8,1,1.0,success,887,887,887,10,10,10,5,5,5,0,0,0,3,3,3,0,0,0,51.1,51.1,51.1
fara-7b,Amazon--33,C0,1,1.0,success,820,820,820,48,48,48,43,43,43,0,0,0,0,0,0,0,0,0,63.2,63.2,63.2
fara-7b,Amazon--33,C2,1,1.0,success,733,733,733,11,11,11,6,6,6,0,0,0,5,5,5,0,0,0,49.7,49.7,49.7
fara-7b,Amazon--33,C5,1,0.0,hit_max_rounds,937,937,937,31,31,31,26,26,26,0,0,0,0,0,0,0,0,0,56.7,56.7,56.7
fara-7b,Amazon--33,C7,1,1.0,success,667,667,667,9,9,9,4,4,4,0,0,0,3,3,3,0,0,0,48.4,48.4,48.4
fara-7b,Amazon--33,C8,1,1.0,success,637,637,637,9,9,9,4,4,4,0,0,0,3,3,3,0,0,0,45.9,45.9,45.9
fara-7b,Amazon--34,C0,1,0.0,hit_max_rounds,1145,1145,1145,32,32,32,27,27,27,0,0,0,0,0,0,0,0,0,64.8,64.8,64.8
fara-7b,Amazon--34,C2,1,0.0,hit_max_rounds,834,834,834,10,10,10,5,5,5,0,0,0,3,3,3,0,0,0,66.8,66.8,66.8
fara-7b,Amazon--34,C5,1,0.0,hit_max_rounds,1020,1020,1020,30,30,30,25,25,25,0,0,0,0,0,0,0,0,0,59.2,59.2,59.2
fara-7b,Amazon--34,C7,1,1.0,success,886,886,886,13,13,13,8,8,8,0,0,0,3,3,3,0,0,0,47.9,47.9,47.9
fara-7b,Amazon--34,C8,1,0.0,hit_max_rounds,1130,1130,1130,11,11,11,5,5,5,0,0,0,6,6,6,0,0,0,64.6,64.6,64.6
fara-7b,Amazon--35,C0,1,0.0,hit_max_rounds,1049,1049,1049,30,30,30,24,24,24,0,0,0,0,0,0,0,0,0,62.5,62.5,62.5
fara-7b,Amazon--35,C2,1,0.0,hit_max_rounds,810,810,810,10,10,10,5,5,5,0,0,0,3,3,3,0,0,0,57.9,57.9,57.9
fara-7b,Amazon--35,C5,1,1.0,success,972,972,972,30,30,30,24,24,24,0,0,0,0,0,0,0,0,0,41.2,41.2,41.2
fara-7b,Amazon--35,C7,1,0.0,hit_max_rounds,907,907,907,12,12,12,6,6,6,0,0,0,3,3,3,0,0,0,61.3,61.3,61.3
fara-7b,Amazon--35,C8,1,0.0,hit_max_rounds,938,938,938,11,11,11,6,6,6,0,0,0,3,3,3,0,0,0,54.5,54.5,54.5
fara-7b,Amazon--36,C0,1,0.0,hit_max_rounds,724,724,724,32,32,32,27,27,27,0,0,0,0,0,0,0,0,0,57.9,57.9,57.9
fara-7b,Amazon--36,C2,1,0.0,hit_max_rounds,578,578,578,13,13,13,8,8,8,0,0,0,2,2,2,0,0,0,56.9,56.9,56.9
fara-7b,Amazon--36,C5,1,0.0,hit_max_rounds,1132,1132,1132,29,29,29,24,24,24,0,0,0,0,0,0,0,0,0,63.2,63.2,63.2
fara-7b,Amazon--36,C7,1,0.0,hit_max_rounds,783,783,783,11,11,11,6,6,6,0,0,0,3,3,3,0,0,0,60.0,60.0,60.0
fara-7b,Amazon--36,C8,1,0.0,hit_max_rounds,677,677,677,12,12,12,7,7,7,0,0,0,2,2,2,0,0,0,61.0,61.0,61.0
fara-7b,Amazon--37,C0,1,1.0,success,970,970,970,34,34,34,28,28,28,0,0,0,0,0,0,0,0,0,49.1,49.1,49.1
fara-7b,Amazon--37,C2,1,1.0,success,876,876,876,17,17,17,10,10,10,0,0,0,3,3,3,0,0,0,39.6,39.6,39.6
fara-7b,Amazon--37,C5,1,1.0,success,910,910,910,29,29,29,24,24,24,0,0,0,0,0,0,0,0,0,40.4,40.4,40.4
fara-7b,Amazon--37,C7,1,1.0,success,802,802,802,11,11,11,5,5,5,0,0,0,3,3,3,0,0,0,33.2,33.2,33.2
fara-7b,Amazon--37,C8,1,1.0,success,837,837,837,13,13,13,8,8,8,0,0,0,3,3,3,0,0,0,48.5,48.5,48.5
fara-7b,Amazon--38,C0,1,1.0,success,1156,1156,1156,58,58,58,53,53,53,0,0,0,0,0,0,0,0,0,60.1,60.1,60.1
fara-7b,Amazon--38,C2,1,1.0,success,773,773,773,10,10,10,5,5,5,0,0,0,3,3,3,0,0,0,31.7,31.7,31.7
fara-7b,Amazon--38,C5,1,1.0,success,946,946,946,30,30,30,25,25,25,0,0,0,0,0,0,0,0,0,60.1,60.1,60.1
fara-7b,Amazon--38,C7,1,1.0,success,643,643,643,11,11,11,6,6,6,0,0,0,1,1,1,0,0,0,38.6,38.6,38.6
fara-7b,Amazon--38,C8,1,0.0,hit_max_rounds,943,943,943,11,11,11,5,5,5,0,0,0,4,4,4,0,0,0,64.1,64.1,64.1
fara-7b,Amazon--39,C0,1,0.0,hit_max_rounds,746,746,746,29,29,29,24,24,24,0,0,0,0,0,0,0,0,0,61.6,61.6,61.6
fara-7b,Amazon--39,C2,1,0.0,hit_max_rounds,1003,1003,1003,12,12,12,7,7,7,0,0,0,2,2,2,0,0,0,60.5,60.5,60.5
fara-7b,Amazon--39,C5,1,1.0,success,1165,1165,1165,31,31,31,25,25,25,0,0,0,0,0,0,0,0,0,54.5,54.5,54.5
fara-7b,Amazon--39,C7,1,1.0,success,760,760,760,10,10,10,5,5,5,0,0,0,3,3,3,0,0,0,31.3,31.3,31.3
fara-7b,Amazon--39,C8,1,1.0,success,866,866,866,14,14,14,8,8,8,0,0,0,3,3,3,0,0,0,25.2,25.2,25.2
fara-7b,Amazon--4,C0,1,0.0,hit_max_rounds,654,654,654,30,30,30,25,25,25,0,0,0,0,0,0,0,0,0,60.3,60.3,60.3
fara-7b,Amazon--4,C2,1,0.0,hit_max_rounds,520,520,520,9,9,9,4,4,4,0,0,0,2,2,2,0,0,0,57.9,57.9,57.9
fara-7b,Amazon--4,C5,1,0.0,hit_max_rounds,614,614,614,52,52,52,47,47,47,0,0,0,0,0,0,0,0,0,59.3,59.3,59.3
fara-7b,Amazon--4,C7,1,0.0,hit_max_rounds,532,532,532,11,11,11,6,6,6,0,0,0,2,2,2,0,0,0,54.7,54.7,54.7
fara-7b,Amazon--4,C8,1,0.0,hit_max_rounds,813,813,813,11,11,11,6,6,6,0,0,0,3,3,3,0,0,0,60.0,60.0,60.0
fara-7b,Amazon--40,C0,1,1.0,success,899,899,899,51,51,51,46,46,46,0,0,0,0,0,0,0,0,0,37.9,37.9,37.9
fara-7b,Amazon--40,C2,1,0.0,hit_max_rounds,329,329,329,7,7,7,4,4,4,0,0,0,3,3,3,0,0,0,49.1,49.1,49.1
fara-7b,Amazon--40,C5,1,0.0,hit_max_rounds,903,903,903,35,35,35,29,29,29,0,0,0,0,0,0,0,0,0,58.0,58.0,58.0
fara-7b,Amazon--40,C7,1,0.0,hit_max_rounds,343,343,343,7,7,7,4,4,4,0,0,0,3,3,3,0,0,0,48.6,48.6,48.6
fara-7b,Amazon--40,C8,1,0.0,hit_max_rounds,1024,1024,1024,11,11,11,5,5,5,0,0,0,14,14,14,0,0,0,59.1,59.1,59.1
fara-7b,Amazon--5,C0,1,0.0,hit_max_rounds,575,575,575,11,11,11,8,8,8,0,0,0,0,0,0,0,0,0,59.0,59.0,59.0
fara-7b,Amazon--5,C2,1,0.0,hit_max_rounds,375,375,375,9,9,9,5,5,5,0,0,0,2,2,2,0,0,0,52.6,52.6,52.6
fara-7b,Amazon--5,C5,1,0.0,hit_max_rounds,680,680,680,11,11,11,8,8,8,0,0,0,0,0,0,0,0,0,62.8,62.8,62.8
fara-7b,Amazon--5,C7,1,0.0,hit_max_rounds,386,386,386,9,9,9,5,5,5,0,0,0,3,3,3,0,0,0,51.7,51.7,51.7
fara-7b,Amazon--5,C8,1,0.0,hit_max_rounds,373,373,373,8,8,8,4,4,4,0,0,0,1,1,1,0,0,0,49.1,49.1,49.1
fara-7b,Amazon--6,C0,1,0.0,hit_max_rounds,653,653,653,54,54,54,49,49,49,0,0,0,0,0,0,0,0,0,61.2,61.2,61.2
fara-7b,Amazon--6,C2,1,0.0,hit_max_rounds,514,514,514,9,9,9,4,4,4,0,0,0,2,2,2,0,0,0,57.0,57.0,57.0
fara-7b,Amazon--6,C5,1,0.0,hit_max_rounds,1013,1013,1013,33,33,33,28,28,28,0,0,0,0,0,0,0,0,0,53.9,53.9,53.9
fara-7b,Amazon--6,C7,1,0.0,hit_max_rounds,843,843,843,11,11,11,6,6,6,0,0,0,4,4,4,0,0,0,62.9,62.9,62.9
fara-7b,Amazon--6,C8,1,0.0,hit_max_rounds,492,492,492,9,9,9,4,4,4,0,0,0,2,2,2,0,0,0,54.0,54.0,54.0
fara-7b,Amazon--7,C0,1,0.0,hit_max_rounds,1061,1061,1061,31,31,31,26,26,26,0,0,0,0,0,0,0,0,0,62.9,62.9,62.9
fara-7b,Amazon--7,C2,1,0.0,hit_max_rounds,867,867,867,10,10,10,5,5,5,0,0,0,3,3,3,0,0,0,60.2,60.2,60.2
fara-7b,Amazon--7,C5,1,0.0,hit_max_rounds,744,744,744,29,29,29,24,24,24,0,0,0,0,0,0,0,0,0,60.3,60.3,60.3
fara-7b,Amazon--7,C7,1,0.0,hit_max_rounds,863,863,863,10,10,10,5,5,5,0,0,0,3,3,3,0,0,0,60.3,60.3,60.3
fara-7b,Amazon--7,C8,1,0.0,hit_max_rounds,913,913,913,10,10,10,5,5,5,0,0,0,3,3,3,0,0,0,60.7,60.7,60.7
fara-7b,Amazon--8,C0,1,0.0,hit_max_rounds,1094,1094,1094,55,55,55,50,50,50,0,0,0,0,0,0,0,0,0,64.5,64.5,64.5
fara-7b,Amazon--8,C2,1,1.0,success,825,825,825,12,12,12,7,7,7,0,0,0,3,3,3,0,0,0,58.8,58.8,58.8
fara-7b,Amazon--8,C5,1,0.0,hit_max_rounds,1048,1048,1048,52,52,52,47,47,47,0,0,0,0,0,0,0,0,0,64.6,64.6,64.6
fara-7b,Amazon--8,C7,1,0.0,hit_max_rounds,807,807,807,13,13,13,8,8,8,0,0,0,3,3,3,0,0,0,60.1,60.1,60.1
fara-7b,Amazon--8,C8,1,0.0,hit_max_rounds,852,852,852,11,11,11,6,6,6,0,0,0,3,3,3,0,0,0,58.9,58.9,58.9
fara-7b,Amazon--9,C0,1,0.0,hit_max_rounds,1401,1401,1401,35,35,35,28,28,28,0,0,0,0,0,0,0,0,0,89.0,89.0,89.0
fara-7b,Amazon--9,C2,1,1.0,success,808,808,808,14,14,14,8,8,8,0,0,0,3,3,3,0,0,0,41.2,41.2,41.2
fara-7b,Amazon--9,C5,1,0.0,hit_max_rounds,1237,1237,1237,37,37,37,32,32,32,0,0,0,0,0,0,0,0,0,61.5,61.5,61.5
fara-7b,Amazon--9,C7,1,1.0,success,794,794,794,12,12,12,6,6,6,0,0,0,3,3,3,0,0,0,39.8,39.8,39.8
